object_0	object_1	answer	labels
Lisp	Python	I will admit to only one significant thing I like about Lisp better than Python, and that's easy programmatic manipulation of other code.	2
Intel	Google	I found the better CPU (the CR-48 has a single core Intel Atom processor, the commercial units have dual-core Atoms) and improved trackpad made a huge difference and the Acer has become a favorite web-surfing, Google Docs-writing, Flash-game playing machine around our house.	0
football	hockey	A football is easier for a cameraman to follow, while hockey is a guessing game.	2
PHP	JavaScript	Ideally you will be working with the latest and great version of Drupal; have solid PHP, JavaScript, jQuery, and CSS experience; and knowledge of MySQL.	0
Apple	Microsoft	I understand that Apple is a lot safer than Microsoft	2
golf	basketball	Andrews HS softball, golf, basketball	0
Ruby	PHP	Ruby and PHP are easier for designers to learn and give them their first successes quickly.	0
itunes	amazon	itunes AAC(256) is better than amazon MP3 (256)	2
Objective-C	Java	"We've been using HTML5 technologies extended by a PhoneGap/Cordova container, but are starting to look at more ""native"" app development - using Objective-C for iOS and Java for Android - for better performance, easier system integration, and better compatibility with older versions of Android out in the wild."	0
Sony	Apple	Sony, Grass Valley, Lightworks, even the inferior Apple.	2
Nikon	Sigma	I sometimes found myself wanting a couple faster lenses, so I got a 24mm prime (Nikon f/2.8D) and a 50mm prime (Sigma, f/1.4) to augment.	0
coffee	juice	Thoughts that day turned not to coffee, but to water and juice, the cooler the better.	3
Samsung	Toshiba	The previously installed 1TB 5400rpm-only 8MB cache Samsung was somewhat faster speed wise by the numbers overall than the stock Toshiba/Apple 750 GB 5400rpm drive it replaced.	2
Ruby	PHP	To me, Ruby on Rails doesn't look any better than PHP.	0
Microsoft	IBM	Microsoft (perhaps even worse than IBM) thinks that	3
Sony	Dell	The hardware (Sony) feels cheap and easy to break compared to my 4-year old Dell, which feels solid.	3
CUDA	OpenCL	Performance comparison studies revealed that CUDA works with an approximate factor of %10 better performances than OpenCL on the same NVidia card which can be neglected for the freedom gained for working on cross processor availability.	2
Ethernet	USB	This means Better Together over Ethernet should work like USB Better Together from UI perspective	0
Google	IBM	"For a long time Bill Gates talked about the ""magic of software"" and whether it's from Microsoft, Google, Apple, IBM or a host of others, those pesky little 1's and 0's are changing our lives...mostly for the better!"	0
Chrysler	Toyota	General Motors ( GM ) , Ford Motor ( F ) and Chrysler Group all posted U.S. sales gains of 5% or better, while Toyota Motor ( TM ) sales edged up 1% from a year ago.	0
sandwich	pizza	The alternative choices weren't a whole lot better: breaded chicken patty sandwich, hamburger, pizza or burritos.	0
Python	PHP	Why Python would be faster than PHP on Windows but slower on Linux ?	2
wii	psp	You are able to backup PS3, Xbox 360, wii, Gamecube, psp, Nintendo DS, Playstation, PS 1, PS2, Dreamcast, Online game Boy and GameBoy Superior online games!	0
Java	Smalltalk	What did Java do that Smalltalk didn't?	0
PHP	JavaScript	WordPress recommends doing this all over the place in PHP, so I can't see how this is any worse in JavaScript.	0
georgia	virginia	In these races, the balance is held by quintessential swing and ticket-splitting voters; a georgia-style Republican may run poorly in, say, West virginia.	0
Toyota	Ford	Since the examples proffered were Toyota and Ford, they would have been a much better choice for providing reference.	0
Dell	IBM	"Now, Dell will be able to better compete with HP, Lenovo, IBM and Cisco,"" said Patrick Moorhead, an analyst with Moor Insights & Strategy."	0
Honda	Nissan	BUY A Honda, TOYOTA, SUBARU, Nissan, ETC....................	0
Toyota	Chrysler	With more mature styling and better equipment for less than the model that preceded it, the new Sonata makes a compelling case, even in a market segment this competitive that includes such rivals as the Nissan Altima, Toyota Camry, Honda Accord, Mazda6, Ford Fusion, Chevy Malibu, Chrysler 200, Volkswagen Passat and Kia Optima.	0
Toshiba	Samsung	The Toshiba (348 ms), HP (408.9 ms) and Samsung (563.4 ms) all scored better.	0
BMW	Honda	Most people use bikes for short trips around town, and a sporty SR400 café racer is better for that than a BMW R1200 GS or Honda Gold Wing.	0
rubber	concrete	Eco-rubber absorbs impact so it is much safer than concrete or asphalt surfaces.	2
Floating-point	Integer	Even for some CPU implementations these days you may find that Floating-point will implement certain algorithms faster than Integer.	2
ps3	wii	For my purposes, ps3 move is way better than Kinect(games dont match with my interests), and wii(Inferior technology).	2
beer	tea	A solid beer, no doubt, but just not my cup of tea.	0
AWK	Perl	The solution should be a faster and more concise implementation than AWK or Perl based solutions.	0
carolina	pennsylvania	Obama did better in North carolina than Hillary had done in pennsylvania and Indiana was considered too close to call until well past midnight.	2
Python	PHP	However, Python looks nicer and in many ways is actually much simpler and for many tasks much easier than PHP.	2
Ruby	PHP	Ruby is much better than PHP	2
Perl	PHP	I've done it before with Perl but I'm not particularly solid with PHP.	0
Google	IBM	I'm sure Google wants to move faster than the JCP would allow and probably has made changes and tailored Harmony to suit their needs in such a way that Oracle/IBM wouldn't like.	2
swimming	fishing	swimming, snorkeling, picnicking, fishing.	0
Microsoft	Google	And yet Microsoft somehow comes off worse than Google for it...	3
Ruby	PHP	Subject: Re: Is Ruby is better than PHP ...	2
michigan	carolina	States with 10 percent unemployment or worse included Nevada, 14.2; Rhode Island, 11.3; michigan 10.7; South carolina, 10.5; Oregon, 10.4; Kentucky, 10.4; Georgia, 10.4; and Mississippi 10.1.	3
Google	Amazon	Now, there is even more fragmentation, with Google Market, Amazon app store... It's getting worse.	0
Windows 7	Windows 8	System Requirements: 1GHz or faster processor 2GB RAM 1366 X 768 screen resolution Windows 7 or Windows 8 Operating System	0
Sony	Apple	In any event, Samsung phones and other electronics are still poorly built and engineered compared to better Sony, Apple, etc. products.	0
wood	rubber	solid wood, with a rubber tube over cross bar.	0
Ford	Toyota	GM & Ford have just as good if not better quality that Toyota.	2
ps2	psp	GTA VC and GTA SA on ps2 is better than the psp GTA games.	2
Dell	IBM	American companies such as HP, Dell and IBM Corp. scored better than many foreign brands, including Sony, Daewoo and Fujitsu, according to a report published Wednesday by the San Jose-based Silicon Valley Toxics Coalition.	0
Perl	PHP	This makes it easier and more natural to write stored procedures in interpreted languages (Perl, Python, Ruby, PHP, Tcl).	0
michigan	missouri	2012 michigan is much better than 2006 missouri.	2
Windows 98	Windows XP	Intel® Pentium processor or equivalent with: - 233 MHz or faster for Windows 98, ME & 2000 - 233 MHz or faster for Windows 2000 & 2003 - 300 MHz or faster for Windows XP	0
Gigabyte	Asus	I've always stuck with Gigabyte or Asus.	0
Windows XP	Windows Vista	quote: I think we all agree (maybe except for a few) that Windows XP right now is still better than Windows Vista.	2
Huawei	Avaya	York Region is home to dozens of ICT multinationals such as IBM, Huawei, AMD, Qualcomm, Avaya, Alcatel-Lucent, Oracle, GE, McAfee, Toshiba, CA and ADC, to name a few, as well as leading Canadian tech companies as OnX, Compugen, Enghouse, RuggedCom, CGI, Adastra, Real Matters, Illumiti, Redline Communications, TeraGo, Nightingale Informatix, End to End Networks, Open Text and FlexITy Solutions.	0
Haskell	Python	Haskell has a decent set of libs, not quite as bit as Python however.	2
Apple	Amazon	Can Apple and Amazon Make TV Better?	0
IBM	Apple	Working with its erstwhile foe also may help IBM chase other technology giants - including Apple - that have done a better job seizing on the mobile-computing boom.	0
Java	Ruby	Java, Ruby, .Net, whatever.	0
Google	Apple	Is this better news for Google or Apple?	0
Eclipse	NetBeans	On Linux there's Eclipse (ugh) or NetBeans.	0
metal	concrete	A) 3 wires coming up from a solid metal conduit in the foundation (concrete slab).	0
facebook	amazon	facebook and amazon Team Up to Make Gift Shopping Easier	0
Sony	Dell	I don't know if Sony would be better than Dell, or any other make for that matter.	0
Apple TV	iOS	I just bought my Apple TV, and I like it, but mostly because of AirPlay and it's ability to connect with my Mac and iOS devices, the UI itself is kind of lousy, not to mention apparently they got rid of the ability to pull videos from my Movies folder, which sucks.	0
Groovy	Java	i.e. counting the number of lines of the diff of Groovy v Java is not that interesting by itself; its much better to consider the real semantic differences in the grammar James	0
BMW	Ferrari	Those names are BMW, Ferrari, and Pierce Brosnan.	0
Nike	Adidas	Nike didn't look to the designs of Adidas to make a better sneaker.	3
Honda	Toyota	Honda + Acura, Toyota + Lexus, etc...)	0
Smalltalk	Java	It has been implemented using C++, Smalltalk, Java and SOM.	0
Ethernet	Bluetooth	When it comes to extras you'll Harman Kardon speakers offering decent sound quality, then there are the latest Gigabit Ethernet, 802.11n wireless LAN, four USB ports, ExpressCard and HDMI slots and there is even Bluetooth for hooking up to your mobile phone.	0
Ford	Nissan	U.S. auto sales have been the bright spot for many of the global automakers, powering GM and Ford to solid profits and helping Toyota, Honda, and Nissan put up big numbers as well.	0
Samsung	Nokia	Yall better get with it, and stick to Samsung cause Nokia made the right choice.WP WILL NOT FAIL!!!!	0
cement	concrete	Using this cement saved at least nine days compared to a slower-setting concrete overlay.	2
plywood	metal	40% plywood, 40% solid wood, 5% paint, 5% rubber, 5% metal, 5% felt fabric	0
Windows 8	Windows 7	Windows 8 offers considerably faster startup than Windows 7 and out-performs it on several benchmarks.	2
facebook	youtube	It is also available for free download ( click here ) Find them @ None The Wiser - facebook : Twitter : youtube	0
Honda	Ford	Maintenance wise Honda is way better than Ford.	2
PHP	Java	What are the benefits, where is PHP better than ColdFusion, Java, etc.?	2
Apple	IBM	Chapter Three: With better technology, U.S. laptop makers Compaq, Apple, and IBM seize control of the market for notebook-size computers.	0
PHP	Perl	PHP would be a much nicer, friendly and more civilized development list if it borrowed only one phrase from the Perl community; TMTOWTDI.	0
Java	Groovy	This last fact alone makes it easier to code in Java, even though the code can never be as terse and and elegant as the equivalent Groovy code.	3
stone	steel	Ryan, it's called conductivity stone transfers heat at a slower rate than steel.	3
Apple TV	iOS	And it works with the Apple TV, which lets you better position your iOS device for motion sensing.	0
football	basketball	the football team is decent but getting better! the basketball teams are awesome!the	3
